0,ling4
下夸克,haa6 kwaa1 hak1
三好,saam1 hou2
上姓,soeng6 sing3
三姓家奴,saam1 sing3 gaa1 nou4
下子,haa5 zi2
三字經,saam1 zi6 ging1
上官,soeng6 gun1
上客,soeng6 haak3
上家,soeng6 gaa1
下家,haa6 gaa1
三寶,saam1 bou2
上將,soeng6 zoeng3
上尉,soeng6 wai3
三尖瓣,saam1 zim1 faan2
上屋,soeng6 uk1
上層,soeng6 cang4
下層,haa6 cang4
上層建築,soeng6 cang4 gin3 zuk1
上層社會,soeng6 cang4 se5 wui2
上層路線,soeng6 cang4 lou6 sin3
下屬,haa6 suk6
下屬音,haa6 suk6 jam1
下巴,haa6 paa4
下巴,haa6 baa1
上市公司,soeng5 si5 gung1 si1
上帝,soeng6 dai3
上帝羔羊,soeng6 dai3 gou1 joeng4
三幅被,saam1 fuk1 pei5
上幣,soeng6 bai6
上年,soeng6 nin2
三年五載,saam1 nin4 ng5 zoi2
下底,haa6 dai2
三度,saam1 dou6
上庠,soeng6 coeng4
上座,soeng6 zo6
三弦,saam1 jin4
上弦,soeng5 jin4
上彩,soeng5 coi2
三從,saam1 cung4
上德,soeng6 dak1
上心,soeng5 sam1
上情,soeng6 cing4
下情,haa6 cing4
下懷,haa6 waai4
三成熟,saam1 sing4 suk6
上戶,soeng6 wu6
上房,soeng6 fong2
三才,saam1 coi4
上手,soeng6 sau2
下手,haa6 sau2
三手煙,saam1 sau2 jin1
下把,haa6 baa2
三振,saam1 zan3
三撇,saam1 pit3
三撈河粉,saam1 lou1 ho4 fan2
下擺,haa6 baai2
下放青年,haa6 fong3 cing1 nin4
三教,saam1 gaau3
三教九流,saam1 gaau3 gau2 lau4
三教合一,saam1 gaau3 hap6 jat1
上文,soeng6 man4
下文,haa6 man4
上文下理,soeng6 man4 haa6 lei5
三文治,saam1 man4 zi6
三文魚,saam1 man4 jyu2
上方,soeng6 fong1
下方,haa6 fong1
上方寶劍,soeng6 fong1 bou2 gim3
上方空間,soeng6 fong1 hung1 gaan1
三族,saam1 zuk6
上旋,soeng6 syun4
上旬,soeng6 ceon4
下旬,haa6 ceon4
三明,saam1 ming4
三易,saam1 jik6
三明治,saam1 ming4 zi6
三星,saam1 sing1
三春,saam1 ceon1
三昧,saam1 mui6
三春暉,saam1 ceon1 fai1
上星期,soeng6 sing1 kei4
下星期,haa6 sing1 kei4
下晏,haa6 aan3
上晝,soeng6 zau3
下晝,haa6 zau3
上智,soeng6 zi3
三更,saam1 gaang1
三更,saam1 gang1
三月,saam1 jyut6
上月,soeng6 jyut6
下月,haa6 jyut6
三朝,saam1 ziu1
上期,soeng6 kei4
三木,saam1 muk6
三板,saam1 baan2
三杯雞,saam1 bui1 gai1
三柴,saam1 caai4
上校,soeng6 gaau3
三條,saam1 tiu4
三條九,saam1 tiu4 gau2
三椒,saam1 ziu1
下極,haa6 gik6
三極管,saam1 gik6 gun2
上樑,soeng6 loeng4
上標,soeng6 biu1
下樑,haa6 loeng4
下標,haa6 biu1
三權分立,saam1 kyun4 fan1 laap6
三權鼎立,saam1 kyun4 ding2 laap6
上次,soeng6 ci3
下次,haa6 ci3
三次方程,saam1 ci3 fong1 cing4
上款,soeng6 fun2
上正,soeng5 zeng3
三段論,saam1 dyun6 leon6
丈母,zoeng6 mou5
丈母娘,zoeng6 mou5 noeng4
三毒,saam1 duk6
三民主義,saam1 man4 zyu2 ji6
三氟化硼,saam1 fat1 faa3 pang4
上氣,soeng6 hei3
三氧化二鐵,saam1 joeng5 faa3 ji6 tit3
三氧化硫,saam1 joeng5 faa3 lau4
三氯化氮,saam1 luk6 faa3 daam6
三氯化磷,saam1 luk6 faa3 leon4
三氯化鐵,saam1 luk6 faa3 tit3
三氯甲烷,saam1 luk6 gaap3 jyun4
三氯甲烷,saam1 luk6 gaap3 jyun2
三氯胺,saam1 luk6 on1
三氯蔗糖,saam1 luk6 ze3 tong4
上水,soeng5 seoi2
下水,haa6 seoi2
上水道,soeng6 seoi2 dou6
下水道,haa6 seoi2 dou6
上江,soeng6 gong1
三沙,saam1 saa1
上流,soeng6 lau4
下流,haa6 lau4
上流社會,soeng6 lau4 se5 wui2
上浣,soeng6 wun5
下浮,haa6 fau4
上海人,soeng6 hoi2 jan4
上海白菜,soeng6 hoi2 baak6 coi3
上海話,soeng6 hoi2 waa2
上游,soeng6 jau4
上湯,soeng6 tong1
下游,haa6 jau4
上漿,soeng5 zoeng1
下焉者,haa6 jin1 ze2
三焦,saam1 ziu1
上焦,soeng6 ziu1
三牲,saam1 saang1
上班族,soeng5 baan1 zuk6
上班時間,soeng5 baan1 si4 gaan3
三甲胺,saam1 gaap3 on1
三界,saam1 gaai3
上界,soeng6 gaai3
下界,haa6 gaai3
上略,soeng6 loek6
下疳,haa6 gam1
下痢,haa6 lei6
上皇,soeng6 wong4
上皮,soeng6 pei4
上皮癌,soeng6 pei4 ngaam4
上皮組織,soeng6 pei4 zou2 zik1
上盤,soeng6 pun4
三相點,saam1 soeng3 dim2
上真,soeng6 zan1
上瞼,soeng6 gim2
上瞼,soeng6 lim4
上知,soeng6 zi3
三硝基甲苯,saam1 siu1 gei1 gaap3 bun2
三碘甲烷,saam1 din2 gaap3 jyun2
三碳糖,saam1 taan3 tong4
三磷酸腺苷,saam1 leon4 syun1 sin3 gam1
三磷酸腺苷酶,saam1 leon4 syun1 sin3 gam1 mui4
三神,saam1 san4
上祖,soeng6 zou2
下視丘,haa6 si6 jau1
上視圖,soeng6 si6 tou4
下禮拜,haa6 lai5 baai3
三稜鏡,saam1 ling4 geng3
上空,soeng6 hung1
上空裝,soeng6 hung1 zong1
上端,soeng6 dyun1
上策,soeng6 caak3
下策,haa6 caak3
上等兵,soeng6 dang2 bing1
三等獎,saam1 dang2 zoeng2
三篤屁,saam1 duk1 pei3
上籃,soeng5 laam2
上級,soeng6 kap1
下級,haa6 kap1
三級會議,saam1 kap1 wui6 ji5
三級片,saam1 kap1 pin2
三級結構,saam1 kap1 git3 kau3
三級跳,saam1 kap1 tiu3
三級跳遠,saam1 kap1 tiu3 jyun5
三級醇,saam1 kap1 seon4
三絕,saam1 zyut6
三絲,saam1 si1
上網本,soeng5 mong5 bun2
上線,soeng5 sin3
下線,haa6 sin3
上繳利潤,soeng6 giu2 lei6 jeon6
上聖,soeng6 sing3
三聚氰胺,saam1 zeoi6 cing1 on1
三聚氰胺,saam1 zeoi6 cing1 on3
三聚氰酸,saam1 zeoi6 cing1 syun1
上聯,soeng6 lyun4
上聯,soeng6 lyun2
上聲,soeng5 sing1
下聯,haa6 lyun4
三聯畫,saam1 lyun4 waa2
三肽,saam1 taai3
上肢,soeng6 zi1
下肢,haa6 zi1
三胞胎,saam1 baau1 toi1
上脣,soeng6 seon4
下脣,haa6 seon4
上腔靜脈,soeng6 hong1 zing6 mak6
下腔靜脈,haa6 hong1 zing6 mak6
下腳料,haa6 goek3 liu2
三腳架,saam1 goek3 gaa2
三腳貓,saam1 goek3 maau1
上腹部,soeng6 fuk1 bou6
上膛,soeng6 tong4
上膠,soeng5 gaau1
上臂,soeng6 bei3
三自,saam1 zi6
下臺階,haa6 toi4 gaai1
三色旗,saam1 sik1 kei4
三色椒,saam1 sik1 ziu1
三色蓳,saam1 sik1 gan2
三色豆,saam1 sik1 dau2
三色雪糕,saam1 sik1 syut3 gou1
上花,soeng6 faa1
三英,saam1 jing1
上苑,soeng6 jyun2
上莊,soeng5 zong1
上菜,soeng5 coi3
上落,soeng5 lok6
下落,haa6 lok6
三葉草,saam1 jip6 cou2
三葉蟲,saam1 jip6 cung4
上蒼,soeng6 cong1
三行,saam1 hong2
上行車,soeng6 hang4 ce1
上衣,soeng6 ji1
三觀,saam1 gun1
三角,saam1 gok3
三角不等式,saam1 gok3 bat1 dang2 sik1
三角函數,saam1 gok3 haam4 sou3
三角學,saam1 gok3 hok6
三角尺,saam1 gok3 cek3
三角巾,saam1 gok3 gan1
三角形,saam1 gok3 jing4
三角形數,saam1 gok3 jing4 sou3
三角戀,saam1 gok3 lyun2
三角戀愛,saam1 gok3 lyun2 oi3
三角朱古力,saam1 gok3 zyu1 gu1 lik1
三角板,saam1 gok3 baan2
三角柱,saam1 gok3 cyu5
三角法,saam1 gok3 faat3
三角波,saam1 gok3 bo1
三角洲,saam1 gok3 zau1
三角測量站,saam1 gok3 cak1 loeng4 zaam6
三角測量站,saam1 gok3 caak1 loeng4 zaam6
三角琴,saam1 gok3 kam4
三角肌,saam1 gok3 gei1
三角褲,saam1 gok3 fu3
三角錐,saam1 gok3 zeoi1
三角鋼琴,saam1 gok3 gong3 kam4
三角鐵,saam1 gok3 tit3
三角麥,saam1 gok3 mak6
三角龍,saam1 gok3 lung4
上計,soeng6 gai3
上訴人,soeng6 sou3 jan4
上訴權,soeng6 sou3 kyun4
上訴法院,soeng6 sou3 faat3 jyun2
上訴法院,soeng5 sou3 faat3 jyun2
上諭,soeng6 jyu6
上議院,soeng6 ji5 jyun2
下議院,haa6 ji5 jyun2
三讀,saam1 duk6
上賓,soeng6 ban1
上賞,soeng6 soeng2
三足烏,saam1 zuk1 wu1
三跪九叩,saam1 gwai6 gau2 kau3
三身,saam1 san1
上身,soeng6 san1
下身,haa6 san1
三軍,saam1 gwan1
上輩,soeng6 bui3
下輩,haa6 bui3
上輩子,soeng6 bui3 zi2
下輩子,haa6 bui3 zi2
三輪車,saam1 leon4 ce1
三輪車,saam1 leon2 ce1
三農,saam1 nung4
三通,saam1 tung1
三連音,saam1 lin4 jam1
上週,soeng6 zau1
下週,haa6 zau1
上進心,soeng5 zeon3 sam1
上週末,soeng6 zau1 mut6
上選,soeng6 syun2
上邊,soeng6 bin1
下邊,haa6 bin1
上部,soeng6 bou6
下部,haa6 bou6
三部曲,saam1 bou6 kuk1
上都,soeng6 dou1
三鄉話,saam1 hoeng1 waa2
三酸甘油酯,saam1 syun1 gam1 jau4 zi2
上醫,soeng6 ji1
下里,haa6 lei5
三重冕,saam1 cung4 min5
三重奏,saam1 cung4 zau3
上鋪,soeng6 pou1
下鋪,haa6 pou1
三錄儀,sam3 luk6 ji4
三鍵,saam1 gin6
三鐘經,saam1 zung1 ging1
三門,saam1 mun4
上門女婿,soeng5 mun2 neoi5 sai3
上門服務,soeng5 mun2 fuk6 mou6
下間,haa6 gaan1
上限,soeng6 haan6
下限,haa6 haan6
上院,soeng6 jyun2
下院,haa6 jyun2
三隻手,saam1 zek3 sau2
下集,haa6 zaap6
下雨天,haa6 jyu5 tin1
上面,soeng6 min6
下面,haa6 min6
三鞭酒,saam1 bin1 zau2
三項全能,saam1 hong6 cyun4 nang4
三項式,saam1 hong6 sik1
三項鐵人,saam1 hong6 tit3 jan4
上頜,soeng6 hap6
下頜,haa6 hap6
上頜竇,soeng6 hap6 dau6
上頜骨,soeng6 hap6 gwat1
下頜骨,haa6 hap6 gwat1
上頭,soeng6 tau4
下頭,haa6 tau4
三頭肌,saam1 tau4 gei1
上顎,soeng6 ngok6
下顎,haa6 ngok6
上風,soeng6 fung1
下風,haa6 fung1
下飯,haa6 faan6
三餐,saam1 caan1
三餸一湯,saam1 sung3 jat1 tong1
上首,soeng6 sau2
下首,haa6 sau2
下馬威,haa6 maa5 wai1
上駟,soeng6 si3
上髁,soeng6 fo1
三體,saam1 tai2
上體,soeng6 tai2
三高,saam1 gou1
上高,soeng6 gou1
三鮮,saam1 sin1
三鳥,saam1 niu5
三點,saam1 dim2
三點式,saam1 dim2 sik1
三點水,saam1 dim2 seoi2
下鼻甲,haa6 bei6 gaap3
丏,min5
丐,koi3
丐,goi3
丑,cau2
不二論,bat1 ji6 leon6
不介意,bat1 gaai3 ji3
不作為,bat1 zok3 wai4
不信,bat1 seon3
不倒翁,bat1 dou2 jung1
不公平,bat1 gung1 ping4
不凍港,bat1 dung3 gong2
不動產,bat1 dung6 caan2
不動點,bat1 dung6 dim2
不及物動詞,bat1 kap6 mat6 dung6 ci4
不受歡迎人物,bat1 sau6 fun1 jing4 jan4 mat2
不可再生資源,bat1 ho2 zoi3 sang1 zi1 jyun4
不可思議,bat1 ho2 si1 ji5
不可抗力,bat1 ho2 kong3 lik6
不可抗拒的恩典,bat1 ho2 kong3 keoi5 dik1 jan1 din2
不可數名詞,bat1 ho2 sou2 ming4 ci4
不可更新資源,bat1 ho2 gang1 san1 zi1 jyun4
不可知論,bat1 ho2 zi1 leon6
不合,bat1 hap6
不同,bat1 tung4
不名數,bat1 ming4 sou3
不周,bat1 zau1
不在場證明,bat1 zoi6 coeng4 zing3 ming4
不夜城,bat1 je6 sing4
不孕症,bat1 jan6 zing3
不定,bat1 ding6
不定冠詞,bat1 ding6 gun3 ci4
不定式,bat1 ding6 sik1
不定方程,bat1 ding6 fong1 cing4
不定積分,bat1 ding6 zik1 fan1
不定詞,bat1 ding6 ci4
不容反悔,bat1 jung4 faan2 fui3
不常,bat1 soeng4
丐幫,koi3 bong1
不平等條約,bat1 ping4 dang2 tiu4 joek3
不幸,bat1 hang6
不惑,bat1 waak6
不意,bat1 ji3
不應期,bat1 jing3 kei4
不成文法,bat1 sing4 man4 faat3
不料,bat1 liu6
不方便,bat1 fong1 bin6
不是,bat1 si6
不時,bat1 si4
丑時,cau2 si4
不景氣,bat1 ging2 hei3
不正當競爭,bat1 zing3 dong3 ging6 zang1
不正當競爭,bat1 zing3 dong3 ging3 zang1
不歸路,bat1 gwai1 lou6
不求人,bat1 kau4 jan4
不法分子,bat1 faat3 fan6 zi2
不測,bat1 cak1
不滿,bat1 mun5
不漏洞拉,bat1 lau6 dung6 laai1
丑生,cau2 sang1
不發達國家,bat1 faat3 daat6 gwok3 gaa1
不確定性,bat1 kok3 ding6 sing3
不祥,bat1 coeng4
不穩定性,bat1 wan2 ding6 sing3
不等式,bat1 dang2 sik1
不等號,bat1 dang2 hou6
不織布,bat1 zik1 bou3
不老,bat1 lou5
不耐受,bat1 noi6 sau6
不肖子,bat1 ciu3 zi2
不良,bat1 loeng4
不良人,bat1 loeng4 jan4
不良反應,bat1 loeng4 faan2 jing3
不良少年,bat1 loeng4 siu3 nin4
不良貸款,bat1 loeng4 taai3 fun2
不虞,bat1 jyu4
不規則動詞,bat1 kwai1 zak1 dung6 ci4
丑角,cau2 gok3
不變價格,bat1 bin3 gaa3 gaak3
不足,bat1 zuk1
不辜,bat1 gu1
不送氣音,bat1 sung3 hei3 jam1
不逮,bat1 dai6
不鏽鋼,bat1 sau3 gong3
不隨意肌,bat1 ceoi4 ji3 gei1
不韙,bat1 wai5
丐頭,koi3 tau4
不飽和脂肪,bat1 baau2 wo4 zi1 fong1
不飽和脂肪酸,bat1 baau2 wo4 zi1 fong1 syun1
且,ce2
世,sai3
丘,jau1
丙,bing2
世一,sai3 jat1
丙丁,bing2 ding1
世上,sai3 soeng6
丙三醇,bing2 saam1 seon4
世主,sai3 zyu2
世事,sai3 si6
丙二酸,bing2 ji6 syun1
丙二醇,bing2 ji6 seon4
丙二醛,bing2 ji6 cyun4
世交,sai3 gaau1
世人,sai3 jan4
世仇,sai3 sau4
世代,sai3 doi6
世伯,sai3 baak3
世俗,sai3 zuk6
世務,sai3 mou6
丙午,bing2 ng5
世博會,sai3 bok3 wui2
丙型肝炎,bing2 jing4 gon1 jim4
丙基,bing2 gei1
丘墟,jau1 heoi1
丘壑,jau1 kok3
丙夜,bing2 je6
世姪,sai3 zat6
世子,sai3 zi2
丙子,bing2 zi2
世家,sai3 gaa1
丙寅,bing2 jan4
世局,sai3 guk6
世弊,sai3 bai6
世德,sai3 dak1
世情,sai3 cing4
世態,sai3 taai3
丙戌,bing2 seot1
世故,sai3 gu3
世數,sai3 sou3
世族,sai3 zuk6
丙火,bing2 fo2
丙炔,bing2 kyut3
丙烯,bing2 hei1
丙烷,bing2 jyun4
丙烷,bing2 jyun2
丙烯腈,bing2 hei1 cing1
丙烯酰胺,bing2 hei1 sin1 on1
丙烯酰胺,bing2 hei1 sin1 on3
丙烯酸,bing2 hei1 syun1
丙烯酸酯,bing2 hei1 syun1 zi2
丙烯醛,bing2 hei1 cyun4
丙烯醯胺,bing2 hei1 hei1 on1
丙烯醯胺,bing2 hei1 hei1 on3
世父,sai3 fu6
丙申,bing2 san1
世界,sai3 gaai3
世界主義,sai3 gaai3 zyu2 ji6
世界人權宣言,sai3 gaai3 jan4 kyun4 syun1 jin4
世界仔,sai3 gaai3 zai2
世界公民,sai3 gaai3 gung1 man4
世界博覽會,sai3 gaai3 bok3 laam5 wui2
世界和平,sai3 gaai3 wo4 ping4
世界大戰,sai3 gaai3 daai6 zin3
世界宗教,sai3 gaai3 zong1 gaau3
世界性,sai3 gaai3 sing3
世界末日,sai3 gaai3 mut6 jat6
世界村,sai3 gaai3 cyun1
世界波,sai3 gaai3 bo1
世界盃,sai3 gaai3 bui1
世界紀錄,sai3 gaai3 gei2 luk6
世界觀,sai3 gaai3 gun1
世界記錄,sai3 gaai3 gei3 luk6
世界語言,sai3 gaai3 jyu5 jin4
世界遺產,sai3 gaai3 wai4 caan2
丘疹,jau1 can2
丘疹,jau1 zan2
世祖,sai3 zou2
丙種射線,bing2 zung2 se6 sin3
丙糖,bing2 tong4
世系,sai3 hai6
世紀,sai3 gei2
世紀末,sai3 gei2 mut6
丙綸,bing2 leon4
世罪,sai3 zeoi6
丙肝,bing2 gon1
世胄,sai3 zau6
丘腦,jau1 nou5
丙辰,bing2 san4
世道,sai3 dou6
丙酮,bing2 tung4
丙酮酸,bing2 tung4 syun1
丙酮酸脫氫酶,bing2 tung4 syun1 tyut3 hing1 mui4
丙酮醛,bing2 tung4 cyun4
丙酸,bing2 syun1
丙醇,bing2 seon4
丙醚,bing2 mai4
丙醛,bing2 cyun4
世醫,sai3 ji1
世錦賽,sai3 gam2 coi3
世間,sai3 gaan1
丘陵,jau1 ling4
世面,sai3 min6
世風,sai3 fung1
㐁,tim2
丞,sing4
丞相,sing4 soeng3
並蒂蓮,bing3 dai3 lin4
丫,aa1
丫字路口,aa1 zi6 lou6 hau2
丫杈,aa1 caa1
丫枝,aa1 zi1
丫頭,aa1 tau4
丫頭片子,aa1 tau4 pin3 zi2
丫髻,aa1 gai3
丫鬟,aa1 waan4
中,zung1
丯,gaai3
丰,fung1
中一,zung1 jat1
中七,zung1 cat1
中三,zung1 saam1
中上,zung1 soeng6
中上游,zung1 soeng6 jau4
中下游,zung1 haa6 jau4
中世紀,zung1 sai3 gei2
中中,zung1 zung1
中之人,zung1 zi1 jan4
中二,zung1 ji6
中二病,zung1 ji6 beng6
中五,zung1 ng5
中人,zung1 jan4
中介,zung1 gaai3
中介語,zung1 gaai3 jyu5
中伏,zung1 fuk6
中位數,zung1 wai2 sou3
中保,zung1 bou2
中值定理,zung1 zik6 ding6 lei5
中元,zung1 jyun4
中元節,zung1 jyun4 zit3
中六,zung1 luk6
中共國,zung1 gung6 gwok3
中共病毒,zung1 gung6 beng6 duk6
中共肺炎,zung1 gung6 fai3 jim4
中劇,zung1 kek6
中區,zung1 keoi1
中午,zung1 ng5
中午飯,zung1 ng5 faan6
中原人,zung1 jyun4 jan4
中原官話,zung1 jyun4 gun1 waa2
中古,zung1 gu2
中史,zung1 si2
中古品,zung1 gu2 ban2
中古時代,zung1 gu2 si4 doi6
中古漢語,zung1 gu2 hon3 jyu5
中古荷蘭語,zung1 gu2 ho4 laan1 jyu5
中古蒙古語,zung1 gu2 mung4 gu2 jyu5
中古高地德語,zung1 gu2 gou1 dei6 dak1 jyu5
中同,zung1 tung4
中和韶樂,zung1 wo4 siu4 ngok6
中四,zung1 sei3
中圈,zung1 hyun1
中國,zung1 gwok3
中國中心主義,zung1 gwok3 zung1 sam1 zyu2 ji6
中國人,zung1 gwok3 jan4
中國人民的老朋友,zung1 gwok3 jan4 man4 dik1 lou5 ping4 jau5
中國剩餘定理,zung1 gwok3 sing6 jyu4 ding6 lei5
中國城,zung1 gwok3 seng4
中國城,zung1 gwok3 sing4
中國夢,zung1 gwok3 mung6
中國字,zung1 gwok3 zi6
中國學,zung1 gwok3 hok6
中國特色,zung1 gwok3 dak6 sik1
中國畫,zung1 gwok3 waa2
中國結,zung1 gwok3 git3
中國菜,zung1 gwok3 coi3
中國話,zung1 gwok3 waa2
中國語,zung1 gwok3 jyu5
中國象棋,zung1 gwok3 zoeng6 kei2
中國風,zung1 gwok3 fung1
中坑,zung1 haang1
中堅,zung1 gin1
中場,zung1 coeng4
中外,zung1 ngoi6
中天,zung1 tin1
中央,zung1 joeng1
中央C,zung1 joeng1 si1
中央凹,zung1 joeng1 nap1
中央商業區,zung1 joeng1 soeng1 jip6 keoi1
中央委員,zung1 joeng1 wai2 jyun4
中央委員會,zung1 joeng1 wai2 jyun4 wui2
中央政府,zung1 joeng1 zing3 fu2
中央溝,zung1 joeng1 kau1
中央空調,zung1 joeng1 hung1 tiu4
中央處理單元,zung1 joeng1 cyu2 lei5 daan1 jyun4
中央處理器,zung1 joeng1 cyu2 lei5 hei3
中央處理機,zung1 joeng1 cyu2 lei5 gei1
中央銀行,zung1 joeng1 ngan4 hong4
中央集權,zung1 joeng1 zaap6 kyun4
中女,zung1 neoi5
中子,zung1 zi2
中子數,zung1 zi2 sou3
中子星,zung1 zi2 sing1
中子源,zung1 zi2 jyun4
中字,zung1 zi6
中孚,zung1 fu1
中學,zung1 hok6
中學生,zung1 hok6 saang1
中宮,zung1 gung1
中將,zung1 zoeng3
中專,zung1 zyun1
中尉,zung1 wai3
中小企,zung1 siu2 kei5
中小企業,zung1 siu2 kei5 jip6
中小學,zung1 siu2 hok6
中局,zung1 guk6
中層,zung1 cang4
中山服,zung1 saan1 fuk6
中山裝,zung1 saan1 zong1
中巴,zung1 baa1
中年,zung1 nin4
中年人,zung1 nin4 jan4
中年危機,zung1 nin4 ngai4 gei1
中庭,zung1 ting4
中庸,zung1 jung4
中庸之道,zung1 jung4 zi1 dou6
中廚,zung1 cyu2
中微子,zung1 mei4 zi2
中心,zung1 sam1
中心句,zung1 sam1 geoi3
中心地,zung1 sam1 dei6
中心思想,zung1 sam1 si1 soeng2
中心粒,zung1 sam1 lap1
中心線,zung1 sam1 sin3
中心街,zung1 sam1 gaai1
中心詞,zung1 sam1 ci4
中心語,zung1 sam1 jyu5
中心體,zung1 sam1 tai2
中性人,zung1 sing3 jan4
中性粒細胞,zung1 sing3 lap1 sai3 baau1
中意,zung1 ji3
中意,zung3 ji3
中成藥,zung1 sing4 joek6
中指,zung1 zi2
中指,zung3 zi2
中括號,zung1 kut3 hou6
中提琴,zung1 tai4 kam4
中文,zung1 man2
中文,zung1 man4
中文字,zung1 man4 zi6
中文字,zung1 man2 zi6
中文房間,zung1 man4 fong2 gaan1
中斷,zung1 tyun5
中斷,zung1 dyun6
中方,zung1 fong1
中日,zung1 jat6
中旬,zung1 ceon4
中暑,zung3 syu2
中書,zung1 syu1
中期,zung1 kei4
中期英語,zung1 kei4 jing1 jyu5
中板,zung1 baan2
中東呼吸綜合症,zung1 dung1 fu1 kap1 zung3 hap6 zing3
中東呼吸綜合症,zung1 dung1 fu1 kap1 zung1 hap6 zing3
中概股,zung1 koi3 gu2
中樂,zung1 ngok6
中樞,zung1 syu1
中樂團,zung1 ngok6 tyun4
中樞神經,zung1 syu1 san4 ging1
中樞神經系統,zung1 syu1 san4 ging1 hai6 tung2
中正,zung1 zing3
中段,zung1 dyun6
中毒性,zung3 duk6 sing3
中氣,zung1 hei3
中水,zung1 seoi2
中波,zung1 bo1
中流,zung1 lau4
中涓,zung1 gyun1
中游,zung1 jau4
中湯,zung1 tong1
中火,zung1 fo2
中灶,zung1 zou3
中生代,zung1 saang1 doi6
中產,zung1 caan2
中產階級,zung1 caan2 gaai1 kap1
中盤,zung1 pun4
中秋,zung1 cau1
中秋節,zung1 cau1 zit3
中秋餅,zung1 cau1 beng2
中立主義,zung1 lap6 zyu2 ji6
中立主義,zung1 laap6 zyu2 ji6
中立國,zung1 laap6 gwok3
中端,zung1 dyun1
中等,zung1 dang2
中等收入陷阱,zung1 dang2 sau1 jap6 haam6 zeng6
中等教育,zung1 dang2 gaau3 juk6
中筋麵粉,zung1 gan1 min6 fan2
中箭,zung3 zin3
中篇,zung1 pin1
中篇小說,zung1 pin1 siu2 syut3
中粉,zung1 fan2
中綴,zung1 zeoi3
中綴,zung1 zeoi6
中線,zung1 sin3
中縫,zung1 fung6
中美高,zung1 mei5 gou1
中考,zung1 haau2
中老年,zung1 lou5 nin4
中老年人,zung1 lou5 nin4 jan4
中耳,zung1 ji5
中耳炎,zung1 ji5 jim4
中胡,zung1 wu2
中腦,zung1 nou5
中臺,zung1 toi4
中草藥,zung1 cou2 joek6
中華料理,zung1 waa4 liu6 lei5
中華穿山甲,zung1 waa4 cyun1 saan1 gaap3
中華老字號,zung1 waa4 lou5 zi6 hou6
中華肝吸蟲,zung1 waa4 gon1 kap1 cung4
中華膠,zung1 waa4 gaau1
中華菊頭蝠,zung1 waa4 guk1 tau4 fuk1
中華鱘,zung1 waa4 cam4
中葉,zung1 jip6
中蓉,zung1 jung2
中藥,zung1 joek6
中藥材,zung1 joek6 coi4
中號,zung1 hou6
中衛,zung1 wai6
中表,zung1 biu2
中裝,zung1 zong1
中褸,zung1 lau1
中計,zung3 gai3
中試,zung3 si5
中資,zung1 zi1
中跑,zung1 paau2
中路,zung1 lou6
中路梆子,zung1 lou6 bong1 zi2
中軍,zung1 gwan1
中軸,zung1 zuk6
中軸線,zung1 zuk6 sin3
中轉站,zung1 zyun2 zaam6
中農,zung1 nung4
中途,zung1 tou4
中道,zung1 dou6
中郎,zung1 long4
中部,zung1 bou6
中部德語,zung1 bou6 dak1 jyu5
中醫,zung1 ji1
中醫學,zung1 ji1 hok6
中醫師,zung1 ji1 si1
中醫藥,zung1 ji1 joek6
中野,zung1 je5
中長跑,zung1 coeng4 paau2
中間,zung1 gaan1
中間人,zung1 gaan1 jan4
中間人,zung1 gaan1 jan2
中間人攻擊,zung1 gaan1 jan4 gung1 gik1
中間派,zung1 gaan1 paai3
中間物,zung1 gaan1 mat6
中間神經元,zung1 gaan1 san4 ging1 jyun4
中阮,zung1 jyun2
中阮,zung1 jyun5
中隔,zung1 gaak3
中青年,zung1 cing1 nin4
中韓,zung1 hon4
中音,zung1 jam1
中音譜號,zung1 jam1 pou2 hou6
中風,zung3 fung1
中飯,zung1 faan6
中餐,zung1 caan1
中餐廳,zung1 caan1 teng1
中餐館,zung1 caan1 gun2
中鬃,zung1 zung1
中點,zung1 dim2
丱,gwaan3
串,cyun3
串串燒,cyun3 cyun3 siu1
串口,cyun3 hau2
串燒,cyun3 siu1
丳,caan2
丵,zok6
丸,jyun2
丸,jyun4
丸仔,jyun2 zai2
丸劑,jyun2 zai1
丸吞,jyun2 tan1
丸藥,jyun2 joek6
丹,daan1
丹參,daan1 sam1
丹心,daan1 sam1
丹忱,daan1 sam4
丹方,daan1 fong1
丹朱,daan1 zyu1
丹桂,daan1 gwai3
丹毒,daan1 duk6
丹田,daan1 tin4
丹砂,daan1 saa1
丹竹,daan1 zuk1
丹荔,daan1 lai6
丹誠,daan1 sing4
丹闕,daan1 kyut3
丹陛,daan1 bai6
丹陽,daan1 joeng4
丹霞,daan1 haa4
丹霞地貌,daan1 haa4 dei6 maau6
丹靈,daan1 ling4
丹青,daan1 cing1
丹頂鶴,daan1 ding2 hok6
丹魄,daan1 paak3
丹鳳,daan1 fung6
丹麥人,daan1 mak6 jan4
主,zyu2
丼,dam2
主人,zyu2 jan4
主人,zyu2 jan2
主人公,zyu2 jan4 gung1
主人房,zyu2 jan4 fong2
主人翁,zyu2 jan4 jung1
主任,zyu2 jam6
主任醫師,zyu2 jam6 ji1 si1
主使,zyu2 si2
主保,zyu2 bou2
主保聖人,zyu2 bou2 sing3 jan4
主僕,zyu2 buk6
主公,zyu2 gung1
